ID,Nome,Matricula,Turma,Curso,Semestre,Age,GPA,Attendance_Rate,Study_Hours_per_Day,Travel_Time_Minutes,Stress_Index,Gender_Male,Dropout,Nivel_Risco,Probabilidade_Risco,Recomendacoes
2546,,,,,,22,3.78,65.2,4.0,30.6,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2547,,,,,,18,3.07,88.0,2.99,25.5,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2548,,,,,,19,1.52,71.5,3.49,27.4,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2549,,,,,,23,2.32,74.9,4.04,33.7,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2550,,,,,,25,2.09,90.9,3.93,32.9,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2551,,,,,,17,3.44,92.8,4.44,18.8,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2552,,,,,,17,1.19,78.5,4.71,28.5,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2553,,,,,,25,0.0,88.9,2.92,11.8,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2554,,,,,,21,0.89,94.5,1.57,25.8,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2555,,,,,,19,0.0,78.7,4.52,19.0,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2556,,,,,,22,2.41,88.3,1.59,5.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2557,,,,,,17,2.72,78.6,4.42,56.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2558,,,,,,21,1.37,71.2,4.95,20.7,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2559,,,,,,21,2.7,82.0,5.46,18.7,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2560,,,,,,23,0.4,80.0,3.83,49.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2561,,,,,,18,0.39,74.6,6.61,15.9,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2562,,,,,,21,1.34,79.3,2.19,12.6,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2563,,,,,,19,1.14,80.2,5.89,27.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2564,,,,,,21,3.67,84.2,3.0,24.1,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2565,,,,,,19,3.03,90.3,4.05,22.3,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2566,,,,,,20,2.73,90.3,4.2,19.0,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2567,,,,,,18,3.28,81.3,5.75,27.7,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2568,,,,,,22,2.92,77.6,2.57,49.6,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2569,,,,,,22,4.0,92.7,6.78,10.7,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2570,,,,,,20,0.7,81.2,1.21,40.1,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
2571,,,,,,21,2.39,77.2,3.9,48.4,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2572,,,,,,17,3.32,83.4,4.75,22.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2573,,,,,,20,3.92,67.4,5.34,34.5,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2574,,,,,,20,2.06,78.2,2.14,28.5,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2575,,,,,,26,0.45,77.7,1.44,9.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2576,,,,,,18,2.7,75.7,5.7,44.6,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2577,,,,,,24,3.75,85.0,4.32,30.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2578,,,,,,23,1.78,90.6,1.52,23.7,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2579,,,,,,21,2.09,95.5,3.34,11.7,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2580,,,,,,24,2.33,78.0,3.04,36.3,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2581,,,,,,21,2.48,79.7,5.47,31.8,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2582,,,,,,21,2.99,76.6,3.53,37.3,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2583,,,,,,20,1.17,86.3,3.76,36.7,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2584,,,,,,23,2.9,67.1,3.67,20.2,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2585,,,,,,23,0.63,78.9,6.17,5.0,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2586,,,,,,19,0.0,84.3,5.18,28.7,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2587,,,,,,18,0.58,77.0,4.9,27.9,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2588,,,,,,20,1.7,78.6,4.26,32.0,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2589,,,,,,19,3.7,89.9,4.25,48.2,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2590,,,,,,20,4.0,81.5,2.82,29.4,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2591,,,,,,23,1.41,91.6,5.13,38.3,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2592,,,,,,20,2.71,95.1,3.51,34.5,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2593,,,,,,20,0.98,71.2,4.0,13.4,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2594,,,,,,21,1.29,79.7,3.81,14.5,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2595,,,,,,22,4.0,94.7,4.02,43.8,4,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2596,,,,,,17,2.33,61.8,5.75,19.4,3,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2597,,,,,,19,2.5,69.6,5.11,34.4,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2598,,,,,,21,3.67,88.2,2.72,17.7,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2599,,,,,,23,3.44,100.0,5.35,39.0,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2600,,,,,,19,0.83,87.5,0.62,33.0,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2601,,,,,,17,1.54,83.5,4.54,26.4,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2602,,,,,,22,3.01,78.3,3.11,38.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2603,,,,,,19,1.4,86.4,2.17,33.1,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2604,,,,,,18,3.29,91.3,2.47,21.3,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2605,,,,,,19,2.67,88.0,5.9,30.1,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2606,,,,,,20,1.63,82.5,4.59,38.0,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2607,,,,,,19,4.0,90.3,4.49,43.3,4,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2608,,,,,,17,1.74,84.4,5.26,28.5,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2609,,,,,,23,1.82,86.1,3.7,51.4,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2610,,,,,,23,0.8,89.8,4.0,21.1,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2611,,,,,,22,1.35,74.5,3.71,11.3,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2612,,,,,,18,2.73,81.8,0.5,13.1,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2613,,,,,,20,2.48,82.9,6.09,29.9,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2614,,,,,,21,0.0,72.4,0.5,30.1,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos
2615,,,,,,22,1.16,73.3,3.65,31.5,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2616,,,,,,22,2.66,77.0,4.0,22.0,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2617,,,,,,19,1.17,90.3,0.94,56.7,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2618,,,,,,21,0.94,80.4,3.81,48.1,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2619,,,,,,22,3.21,83.0,3.79,16.3,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2620,,,,,,24,3.58,84.5,5.19,28.8,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2621,,,,,,22,2.06,87.0,4.63,30.6,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2622,,,,,,22,3.12,86.0,2.26,38.2,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2623,,,,,,21,0.0,82.5,3.16,11.7,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2624,,,,,,24,3.07,80.9,2.61,9.4,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2625,,,,,,21,3.18,90.8,1.59,15.4,2,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2626,,,,,,19,1.98,78.1,3.15,48.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2627,,,,,,24,2.52,92.9,5.93,22.1,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2628,,,,,,22,2.38,77.4,4.0,39.7,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2629,,,,,,20,2.31,79.7,4.55,37.1,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2630,,,,,,19,2.58,87.7,2.43,27.8,8,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2631,,,,,,21,1.66,100.0,1.46,39.9,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2632,,,,,,22,1.92,66.5,4.74,15.3,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2633,,,,,,21,3.7,88.9,5.31,24.3,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2634,,,,,,21,2.23,85.8,4.21,5.0,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2635,,,,,,24,0.87,78.4,4.99,31.2,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2636,,,,,,23,2.88,84.9,3.57,20.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2637,,,,,,21,1.37,72.4,4.07,56.3,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2638,,,,,,23,3.34,75.7,3.06,30.7,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2639,,,,,,18,4.0,85.4,4.5,39.8,3,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2640,,,,,,21,2.9,73.9,3.76,37.8,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2641,,,,,,25,2.38,83.2,4.79,29.1,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2642,,,,,,20,2.09,76.7,5.02,41.9,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2643,,,,,,19,3.99,78.4,3.54,30.4,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2644,,,,,,19,2.95,90.6,4.67,35.7,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2645,,,,,,18,2.51,72.7,3.1,58.3,2,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2646,,,,,,19,0.72,81.7,6.33,32.3,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2647,,,,,,20,2.9,85.8,5.84,23.7,7,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2648,,,,,,17,2.57,84.1,4.38,21.5,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2649,,,,,,21,1.46,77.3,3.01,29.0,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2650,,,,,,23,1.28,84.9,4.32,31.4,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2651,,,,,,19,1.97,73.8,2.42,30.7,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2652,,,,,,24,2.14,78.1,4.53,11.0,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2653,,,,,,22,2.69,94.7,1.23,5.0,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2654,,,,,,23,3.23,87.1,2.6,18.4,1,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2655,,,,,,19,1.62,82.0,4.48,30.7,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2656,,,,,,22,1.25,85.6,5.81,30.8,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2657,,,,,,18,2.17,75.6,4.48,35.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2658,,,,,,23,4.0,84.3,3.58,34.4,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2659,,,,,,21,4.0,78.4,2.75,24.0,1,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2660,,,,,,22,1.34,77.4,3.33,17.8,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2661,,,,,,18,3.08,81.0,1.7,36.3,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2662,,,,,,19,2.25,77.2,3.48,32.7,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2663,,,,,,22,3.6,83.1,6.86,16.9,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2664,,,,,,18,0.94,85.3,4.17,37.5,8,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2665,,,,,,22,3.26,79.8,4.0,41.5,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2666,,,,,,18,1.96,59.2,1.58,39.5,5,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Orientacao para rotina de estudos
2667,,,,,,22,2.18,75.1,5.83,41.6,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2668,,,,,,18,1.13,73.3,5.98,21.0,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2669,,,,,,22,2.54,85.0,4.28,40.2,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2670,,,,,,22,1.72,76.2,4.8,28.1,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2671,,,,,,19,0.31,78.0,3.13,54.5,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2672,,,,,,22,2.79,88.7,3.64,40.7,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2673,,,,,,21,2.93,75.8,7.5,35.2,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2674,,,,,,19,3.11,83.6,4.0,50.6,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2675,,,,,,18,1.51,77.1,6.38,23.9,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2676,,,,,,17,1.83,78.2,6.67,36.6,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2677,,,,,,21,3.65,72.7,4.58,56.8,2,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2678,,,,,,17,3.04,77.8,3.84,39.8,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2679,,,,,,21,2.99,71.1,4.0,31.8,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2680,,,,,,20,2.09,74.3,4.7,26.8,3,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2681,,,,,,22,1.75,76.3,4.02,18.4,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2682,,,,,,20,3.08,99.5,3.86,26.5,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2683,,,,,,20,2.35,84.1,3.38,20.2,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2684,,,,,,22,2.8,84.7,4.39,27.2,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2685,,,,,,21,2.02,77.0,4.61,28.7,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2686,,,,,,21,3.09,90.3,3.96,41.9,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2687,,,,,,22,2.07,91.6,5.53,25.1,3,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2688,,,,,,17,1.33,77.2,3.98,22.8,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2689,,,,,,22,3.08,90.5,4.0,40.6,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2690,,,,,,22,0.85,92.7,2.54,38.4,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2691,,,,,,18,1.0,65.4,3.73,27.1,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2692,,,,,,20,0.95,88.9,3.92,37.2,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2693,,,,,,20,1.21,75.9,0.81,26.9,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2694,,,,,,20,4.0,92.6,4.67,27.4,4,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2695,,,,,,21,3.26,75.6,5.19,48.6,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2696,,,,,,24,3.23,86.9,6.86,28.3,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2697,,,,,,23,0.74,67.9,2.79,25.1,4,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2698,,,,,,18,2.09,90.9,3.86,30.2,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2699,,,,,,22,0.0,82.6,4.59,6.4,10,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2700,,,,,,23,2.04,92.3,3.93,28.0,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2701,,,,,,21,1.8,76.3,3.03,33.1,2,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2702,,,,,,23,1.89,83.7,2.09,53.8,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2703,,,,,,25,2.3,94.2,4.09,31.1,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2704,,,,,,23,3.69,81.8,5.6,35.3,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2705,,,,,,21,4.0,85.4,4.01,34.2,4,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2706,,,,,,23,4.0,87.6,3.92,57.2,3,1,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2707,,,,,,21,3.24,69.6,4.5,42.0,6,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2708,,,,,,21,0.0,77.8,4.98,12.6,9,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2709,,,,,,20,2.95,91.1,4.43,44.7,8,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2710,,,,,,24,0.89,65.6,2.39,18.7,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2711,,,,,,19,1.83,90.9,4.6,22.2,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2712,,,,,,24,0.82,77.3,3.18,14.4,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2713,,,,,,22,3.55,98.4,3.06,51.9,4,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2714,,,,,,17,1.75,85.5,2.6,44.2,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2715,,,,,,21,0.93,75.6,3.89,44.8,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2716,,,,,,17,3.16,89.8,3.3,42.4,7,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
2717,,,,,,22,3.73,93.5,3.62,38.3,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2718,,,,,,22,2.57,86.8,2.7,26.2,5,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2719,,,,,,19,3.27,78.4,5.16,32.5,5,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2720,,,,,,21,3.23,93.5,3.49,23.8,6,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2721,,,,,,25,1.73,74.6,3.06,19.8,7,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2722,,,,,,19,3.53,90.6,1.8,22.3,3,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico | Orientacao para rotina de estudos
2723,,,,,,18,3.14,62.7,6.19,58.3,5,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2724,,,,,,24,2.75,82.9,1.98,25.4,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial | Orientacao para rotina de estudos
2725,,,,,,25,4.0,77.5,4.37,42.0,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2726,,,,,,21,1.42,71.0,4.86,54.9,8,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2727,,,,,,23,4.0,92.4,3.5,39.4,6,0,0,BAIXO,20.0,Reforco escolar e acompanhamento pedagogico
2728,,,,,,24,0.07,64.8,4.54,20.5,8,1,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia | Encaminhamento para apoio psicologico ou psicossocial
2729,,,,,,19,1.65,93.1,4.64,21.2,4,1,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2730,,,,,,19,1.99,69.7,5.09,31.4,6,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Contato com responsavel e monitoramento de frequencia
2731,,,,,,23,2.47,90.4,4.78,57.1,6,0,1,MEDIO,65.0,Reforco escolar e acompanhamento pedagogico
2732,,,,,,24,1.07,75.8,3.59,47.1,7,0,1,ALTO,90.0,Reforco escolar e acompanhamento pedagogico | Encaminhamento para apoio psicologico ou psicossocial
